"SERIAL_CRASH","MONTH","HOUR","HARM_EV","HARM_EVNAME","TYPE_OF_COLLIOSION","NUM_OF_PEOPLE","MOD_YEAR","VPICMAKENAME","VPICMODELNAME","TRAV_SP","DEFORMEDNAME","DEATHS","DR_DRINK","IS_DRIVER_PRESENT","L_TYPENAME","L_STATUSNAME","SPEEDRELNAME","VSPD_LIM","VSURCONDNAME","P_CRASH1NAME","P_CRASH2NAME","P_CRASH3NAME","PCRASH4NAME","PCRASH5NAME","BODY_STYLE","BLIND_SPOT_DETECTION","ARS","FRNT_COLLISION_WARNING","LANE_DEPARTURE_WARNING","CRASH_IMMINENT_BRAKE","DYNAMIC_BRAKE_SUPPORT","NHTSA_ESC","SAFETY_COUNT","notification_count"
10319,5,17,12,"Motor Vehicle In-Transport","Sideswipe - Same Direction",1,2013,"FORD","EXPLORER",999,"Minor Damage",0,0,1,"Full Driver License","Valid","No",70,"Dry","Changing Lanes","Over the lane line on left side of travel lane","Steering left","Tracking","Stayed on roadway, but left original travel lane","SUV",1,0,1,0,0,0,1,1,2
10320,5,20,15,"Non-Motorist on Personal Conveyance","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2022,"HONDA","HR-V",35,"Minor Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,0,0,2,2,0,1,0
10322,3,22,12,"Motor Vehicle In-Transport","Front-to-Rear",2,2018,"HYUNDAI","SONATA",999,"Disabling Damage",2,0,1,"Full Driver License","Valid","No",50,"Dry","Going Straight","Traveling in same direction with higher speed","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,2,0,1,2,2,0,2,2
10327,5,19,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2014,"MERCEDES-BENZ","GLK-CLASS",75,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,0,0,0,2,2,1,1,1
10328,5,22,12,"Motor Vehicle In-Transport","Front-to-Rear",5,2013,"HONDA","ODYSSEY",65,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",65,"Dry","Negotiating a Curve","Traveling in same direction while decelerating","Braking and steering left","Tracking","Departed roadway","VAN",0,0,0,0,0,0,1,1,0
10338,5,23,12,"Motor Vehicle In-Transport","Front-to-Front",1,2014,"FORD","FOCUS",65,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Traveling in opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","5 HB",0,1,0,0,0,0,1,2,0
10339,5,10,10,"Railway Vehicle","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2011,"NISSAN","ALTIMA",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Object approaching road","Unknown/Not Reported","Tracking","Stayed in original travel lane","2 DR",0,1,0,0,0,0,1,2,0
10344,6,5,12,"Motor Vehicle In-Transport","Front-to-Front",1,2013,"FORD","FOCUS",55,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","5 HB",0,1,0,0,0,0,1,2,0
10344,6,5,12,"Motor Vehicle In-Transport","Front-to-Front",1,2013,"ACURA","TSX",55,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Traveling in opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,0,0,1,1,0
10345,6,16,12,"Motor Vehicle In-Transport","Angle",1,2016,"KIA","RIO",15,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",30,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","5 HB",0,1,0,0,0,0,0,1,0
10345,6,16,12,"Motor Vehicle In-Transport","Angle",1,2016,"JEEP","WRANGLER",45,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","From crossing street, turning into opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,0,0,0,0,0
10346,6,21,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2015,"TOYOTA","COROLLA",43,"Functional Damage",0,0,1,"Full Driver License","Valid","No",35,"Dry","Changing Lanes","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","4 DR",0,1,0,0,0,0,0,1,0
10347,6,2,12,"Motor Vehicle In-Transport","Front-to-Rear",4,2017,"MITSUBISHI","MIRAGE G4",0,"Minor Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Stopped in Roadway","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,0,1,0
10347,6,2,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2021,"DODGE","CHALLENGER",0,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Stopped in Roadway","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","2 DR",1,0,1,0,2,2,0,0,2
10347,6,2,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2022,"HONDA","HR-V",999,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,0,2,2,0,1,1
10351,6,2,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2020,"CHEVROLET","TAHOE",70,"Minor Damage",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,0,0,0,2,2,0,0,0
10352,6,22,12,"Motor Vehicle In-Transport","Front-to-Front",1,2017,"FORD","FUSION",998,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,1,2,2,0,2,1
10352,6,22,12,"Motor Vehicle In-Transport","Front-to-Front",1,2011,"MAZDA","MAZDA6",998,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,1,2,0
10356,6,10,12,"Motor Vehicle In-Transport","Front-to-Front",2,2016,"FORD","EXPLORER",50,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Passing or Overtaking Another Vehicle","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","SUV",0,1,1,0,0,0,0,1,1
10356,6,10,12,"Motor Vehicle In-Transport","Front-to-Front",1,2016,"CHEVROLET","EQUINOX",55,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From adjacent lane (same direction) over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,0,1,0,0,0,0,1,2
10364,6,10,12,"Motor Vehicle In-Transport","Angle",2,2015,"DODGE","DART",15,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",25,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,0,0,0,0,0
10364,6,10,12,"Motor Vehicle In-Transport","Angle",2,2011,"INFINITI","G37",45,"Disabling Damage",0,0,1,"Learner's Permit","Valid","No",25,"Dry","Going Straight","From crossing street, turning into opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","2 DR",0,1,0,0,0,0,1,2,0
10366,6,99,42,"Tree (Standing Only)","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2016,"JEEP","COMPASS",999,"Minor Damage",1,0,1,"Full Driver License","Valid","No",15,"Dry","Going Straight","Off the edge of the road on the right side","Unknown/Not Reported","Tracking","Departed roadway","SUV",0,0,0,0,0,0,0,0,0
10380,6,23,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2019,"HYUNDAI","TUCSON",55,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",1,2,1,1,1,1,0,4,3
10389,6,8,12,"Motor Vehicle In-Transport","Front-to-Front",2,2018,"NISSAN","ROGUE",55,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Negotiating a Curve","From Parking Lane/Shoulder, Median/Crossover, Roadside","Steering left","Tracking","Stayed on roadway, but left original travel lane","SUV",1,1,1,1,2,2,0,3,3
10391,6,15,12,"Motor Vehicle In-Transport","Front-to-Front",1,2018,"CHEVROLET","CRUZE",5,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",45,"Dry","Negotiating a Curve","From opposite direction  over left lane line","Braking and steering right","Tracking","Stayed in original travel lane","5 HB",0,1,0,0,0,0,0,2,0
10392,6,4,12,"Motor Vehicle In-Transport","Front-to-Front",2,2016,"BUICK","ENCORE",55,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,0,0,0,0,2,1
10395,6,23,35,"Embankment","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2013,"VOLKSWAGEN","PASSAT",60,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","End departure","Unknown/Not Reported","Tracking","Departed roadway","4 DR",0,1,0,0,0,0,1,2,0
10400,6,13,12,"Motor Vehicle In-Transport","Front-to-Front",1,2018,"CHEVROLET","MALIBU",999,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,2,2,0,2,0
10405,6,4,12,"Motor Vehicle In-Transport","Front-to-Front",1,2016,"TOYOTA","COROLLA",65,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",65,"Dry","Negotiating a Curve","Traveling in opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,0,1,0
10407,6,15,12,"Motor Vehicle In-Transport","Angle",1,2011,"CHEVROLET","EQUINOX",7,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",25,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,0,0,0,0,1,2,0
10413,6,15,12,"Motor Vehicle In-Transport","Front-to-Front",1,2014,"TOYOTA","TUNDRA",55,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","PU/EC",1,0,0,0,0,0,1,1,1
10414,6,10,12,"Motor Vehicle In-Transport","Front-to-Rear",2,2021,"JEEP","WRANGLER",70,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",70,"Dry","Going Straight","Traveling in same direction while decelerating","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,0,1,0,2,2,0,0,1
10417,6,16,12,"Motor Vehicle In-Transport","Angle",2,2017,"CADILLAC","XT5",15,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,0,2,2,0,2,1
10419,6,12,12,"Motor Vehicle In-Transport","Front-to-Front",3,2020,"FORD","ESCAPE",55,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Negotiating a Curve","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","SUV",1,0,1,1,1,1,0,6,3
10420,6,13,12,"Motor Vehicle In-Transport","Front-to-Front",1,2018,"TOYOTA","COROLLA",50,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",50,"Dry","Negotiating a Curve","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","4 DR",0,1,1,1,1,1,0,5,2
10422,7,3,32,"Culvert","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2017,"HONDA","RIDGELINE",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",45,"Dry","Negotiating a Curve","Off the edge of the road on the right side","Unknown/Not Reported","Tracking","Departed roadway","PU/CC",1,1,1,0,2,2,0,1,2
10424,7,14,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2019,"NISSAN","FRONTIER",70,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Traveling in same direction while decelerating","Unknown/Not Reported","Tracking","Stayed in original travel lane","PU/EC",0,1,0,0,0,0,0,1,0
10424,7,14,12,"Motor Vehicle In-Transport","Front-to-Rear",2,2011,"FORD","FUSION",5,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",65,"Dry","Decelerating in Road","Traveling in same direction with higher speed","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,2,0,0,0,0,1,1,1
10429,7,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,2013,"GMC","YUKON",50,"Functional Damage",0,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,0,0,0,0,1,3,0
10429,7,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",4,2020,"MITSUBISHI","OUTLANDER SPORT",50,"No Damage",0,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","Pedestrian in road","Steering left","Tracking","Stayed in original travel lane","SUV",0,0,1,1,2,2,0,0,2
10429,7,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2015,"NISSAN","ALTIMA",50,"No Damage",0,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","Object in road","Steering left","Tracking","Stayed in original travel lane","4 DR",1,0,0,0,0,0,0,0,1
10431,7,7,12,"Motor Vehicle In-Transport","Front-to-Front",1,2018,"RAM","1500",999,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",50,"Dry","Negotiating a Curve","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","PU/RC",0,0,0,0,0,0,0,0,0
10453,7,2,12,"Motor Vehicle In-Transport","Angle",1,2021,"NISSAN","ALTIMA",0,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",30,"Dry","Stopped in Roadway","From opposite direction  over left lane line","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,0,1,1,1,1,0,5,3
10456,7,12,42,"Tree (Standing Only)","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2017,"TOYOTA","TACOMA",70,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",70,"Dry","Going Straight","Off the edge of the road on the left side","Unknown/Not Reported","Tracking","Departed roadway","PU/CC",0,1,0,0,0,0,0,1,0
10465,7,23,12,"Motor Vehicle In-Transport","Angle",1,2018,"FORD","EXPLORER",80,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",70,"Dry","Going Straight","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,0,0,1,0,0,0,0,2
10467,7,10,12,"Motor Vehicle In-Transport","Angle",1,2012,"VOLKSWAGEN","JETTA",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",40,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","SW",0,1,0,0,0,0,1,2,0
10469,7,19,12,"Motor Vehicle In-Transport","Front-to-Front",3,2011,"CHRYSLER","TOWN AND COUNTRY",10,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Decelerating in Road","From opposite direction  over left lane line","Braking","Tracking","Stayed in original travel lane","VAN",1,1,0,0,0,0,1,2,1
10472,7,17,12,"Motor Vehicle In-Transport","Front-to-Front",1,2017,"DODGE","JOURNEY",999,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","From opposite direction  over left lane line","Other actions (specify:)","Tracking","Stayed in original travel lane","SUV",0,0,0,0,0,0,0,0,0
10473,7,14,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2021,"TOYOTA","CAMRY",70,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",70,"Dry","Going Straight","Traveling in same direction while decelerating","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,1,1,1,1,0,6,2
10473,7,14,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2022,"HYUNDAI","SONATA",70,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",70,"Dry","Going Straight","Traveling in same direction while decelerating","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,2,1,1,1,1,0,4,2
10475,7,16,12,"Motor Vehicle In-Transport","Sideswipe - Opposite Direction",1,2021,"TOYOTA","C-HR",55,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","5 HB",1,1,1,1,1,1,0,6,3
10477,7,19,42,"Tree (Standing Only)","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2014,"KIA","FORTE",70,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",70,"Dry","Going Straight","Off the edge of the road on the right side","Unknown/Not Reported","Tracking","Departed roadway","4 DR",0,0,0,0,0,0,1,1,0
10479,7,6,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2017,"INFINITI","Q70L",45,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",50,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,0,0,0,2,2,0,0,1
10482,7,10,12,"Motor Vehicle In-Transport","Front-to-Rear",3,2018,"TOYOTA","HIGHLANDER",95,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",70,"Dry","Changing Lanes","Over the lane line on right side of travel lane","No Avoidance Maneuver","Tracking","Stayed on roadway, but left original travel lane","SUV",0,1,1,1,1,1,0,5,2
10487,7,15,35,"Embankment","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2014,"CHEVROLET","CRUZE",80,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",70,"Dry","Going Straight","Off the edge of the road on the left side","No Avoidance Maneuver","Tracking","Departed roadway","4 DR",0,2,0,1,0,0,1,2,1
10490,7,18,12,"Motor Vehicle In-Transport","Angle",1,2015,"NISSAN","FRONTIER",5,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","PU/CC",0,0,0,0,0,0,0,0,0
10494,8,6,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2018,"FORD","MUSTANG",60,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Off the edge of the road on the left side","No Avoidance Maneuver","Tracking","Departed roadway","2 DR",0,0,1,1,2,2,0,1,2
10495,8,5,12,"Motor Vehicle In-Transport","Angle",2,2013,"FORD","FIESTA",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",65,"Dry","Negotiating a Curve","Off the edge of the road on the left side","Unknown/Not Reported","Tracking","Returned to roadway","4 DR",0,0,0,0,0,0,1,1,0
